yearmonth,고속철도 여객수 계,KTX이용률,SRT이용률,경부선 KTX여객수,경부선 KTX이용률,경부선 SRT여객수,경부선 SRT이용률,호남선 KTX여객수,호남선 KTX이용률,호남선 SRT여객수,호남선 SRT이용률,경전선 KTX여객수,경전선  KTX이용률,경전선 SRT 여객수,경전선 SRT 이용률,전라선 KTX여객수,전라선 KTX이용률,전라선 SRT여객수,전라선 SRT이용률,동해선 KTX여객수,동해선 KTX이용률,동해선 SRT여객수,동해선 SRT이용률,KTX_공실률,경부선_KTX_공실률,호남선_KTX_공실률,경전선_KTX_공실률,전라선_KTX_공실률,동해선_KTX_공실률,연도,월,분기,계절,코로나기간,SRT개통후
2019-11-01,7873.0,107.0,129.0,3106.0,107.0,1529.0,136.0,964.0,92.0,567.0,114.0,588.0,120.0,,,607.0,114.0,,,512.0,121.0,,,-7.0,-7.0,8.0,-20.0,-14.0,-21.0,2019,11,4,가을,0,1
2019-12-01,8070.0,101.0,126.0,3228.0,101.0,1532.0,134.0,965.0,84.0,571.0,111.0,612.0,114.0,,,631.0,109.0,,,531.0,118.0,,,-1.0,-1.0,16.0,-14.0,-9.0,-18.0,2019,12,4,겨울,0,1
2020-01-01,7676.0,96.0,118.0,3055.0,95.0,1449.0,125.0,937.0,82.0,540.0,105.0,589.0,108.0,,,612.0,105.0,,,494.0,111.0,,,4.0,5.0,18.0,-8.0,-5.0,-11.0,2020,1,1,겨울,1,1
2020-02-01,4467.0,58.0,85.0,1656.0,56.0,944.0,89.0,537.0,51.0,365.0,76.0,373.0,65.0,,,330.0,69.0,,,262.0,64.0,,,42.0,44.0,49.0,35.0,31.0,36.0,2020,2,1,겨울,1,1
2020-03-01,2402.0,29.0,47.0,802.0,26.0,476.0,46.0,357.0,32.0,252.0,49.0,167.0,31.0,,,224.0,39.0,,,124.0,29.0,,,71.0,74.0,68.0,69.0,61.0,71.0,2020,3,1,봄,1,1
2020-04-01,3411.0,43.0,69.0,1169.0,40.0,739.0,71.0,455.0,42.0,314.0,64.0,247.0,48.0,,,292.0,54.0,,,196.0,47.0,,,57.0,60.0,58.0,52.0,46.0,53.0,2020,4,2,봄,1,1
2020-05-01,4955.0,61.0,91.0,1737.0,57.0,1067.0,95.0,633.0,56.0,426.0,83.0,374.0,70.0,,,422.0,74.0,,,297.0,69.0,,,39.0,43.0,44.0,30.0,26.0,31.0,2020,5,2,봄,1,1
2020-06-01,5001.0,63.0,95.0,1806.0,60.0,1083.0,101.0,609.0,56.0,417.0,84.0,374.0,73.0,,,403.0,73.0,,,309.0,73.0,,,37.0,40.0,44.0,27.0,27.0,27.0,2020,6,2,여름,1,1
2020-07-01,5557.0,67.0,100.0,2095.0,67.0,1214.0,109.0,607.0,53.0,420.0,81.0,424.0,79.0,,,444.0,77.0,,,353.0,81.0,,,33.0,33.0,47.0,21.0,23.0,19.0,2020,7,3,여름,1,1
2020-08-01,5186.0,63.0,92.0,1948.0,61.0,1096.0,99.0,599.0,52.0,403.0,78.0,382.0,71.0,,,424.0,73.0,,,334.0,76.0,,,37.0,39.0,48.0,29.0,27.0,24.0,2020,8,3,여름,1,1
2020-09-01,3812.0,46.0,74.0,1370.0,45.0,846.0,79.0,446.0,41.0,317.0,64.0,289.0,55.0,,,306.0,52.0,,,238.0,56.0,,,54.0,55.0,59.0,45.0,48.0,44.0,2020,9,3,가을,1,1
2020-10-01,5241.0,63.0,96.0,1909.0,60.0,1107.0,102.0,629.0,56.0,430.0,84.0,404.0,74.0,,,439.0,72.0,,,323.0,73.0,,,37.0,40.0,44.0,26.0,28.0,27.0,2020,10,4,가을,1,1
2020-11-01,5487.0,69.0,103.0,2039.0,67.0,1152.0,111.0,645.0,60.0,441.0,89.0,415.0,80.0,,,450.0,77.0,,,345.0,81.0,,,31.0,33.0,40.0,20.0,23.0,19.0,2020,11,4,가을,1,1
2020-12-01,3567.0,44.0,66.0,1303.0,42.0,737.0,69.0,435.0,39.0,299.0,58.0,274.0,51.0,,,286.0,48.0,,,233.0,53.0,,,56.0,58.0,61.0,49.0,52.0,47.0,2020,12,4,겨울,1,1
2021-01-01,3689.0,45.0,61.0,1372.0,43.0,736.0,64.0,458.0,41.0,310.0,56.0,281.0,52.0,,,294.0,48.0,,,238.0,54.0,,,55.0,57.0,59.0,48.0,52.0,46.0,2021,1,1,겨울,1,1
2021-02-01,4213.0,56.0,80.0,1557.0,54.0,883.0,85.0,498.0,54.0,345.0,70.0,315.0,64.0,,,343.0,62.0,,,272.0,69.0,,,44.0,46.0,46.0,36.0,38.0,31.0,2021,2,1,겨울,1,1
2021-03-01,5206.0,62.0,97.0,1846.0,59.0,1165.0,103.0,606.0,59.0,458.0,84.0,387.0,73.0,,,422.0,70.0,,,322.0,73.0,,,38.0,41.0,41.0,27.0,30.0,27.0,2021,3,1,봄,1,1
2021-04-01,5370.0,65.0,101.0,1893.0,62.0,1189.0,107.0,638.0,62.0,473.0,89.0,402.0,77.0,,,440.0,75.0,,,335.0,79.0,,,35.0,38.0,38.0,23.0,25.0,21.0,2021,4,2,봄,1,1
2021-05-01,5910.0,70.0,106.0,2102.0,66.0,1292.0,112.0,701.0,66.0,508.0,94.0,437.0,81.0,,,495.0,82.0,,,375.0,85.0,,,30.0,34.0,34.0,19.0,18.0,15.0,2021,5,2,봄,1,1
2021-06-01,5729.0,71.0,108.0,2060.0,68.0,1249.0,116.0,673.0,62.0,495.0,94.0,422.0,82.0,,,473.0,81.0,,,357.0,84.0,,,29.0,32.0,38.0,18.0,19.0,16.0,2021,6,2,여름,1,1
2021-07-01,5071.0,59.0,96.0,1770.0,56.0,1158.0,102.0,578.0,52.0,446.0,82.0,366.0,68.0,,,424.0,70.0,,,329.0,73.0,,,41.0,44.0,48.0,32.0,30.0,27.0,2021,7,3,여름,1,1
2021-08-01,5024.0,57.0,96.0,1695.0,53.0,1132.0,102.0,586.0,51.0,452.0,84.0,379.0,65.0,,,447.0,68.0,,,333.0,68.0,,,43.0,47.0,49.0,35.0,32.0,32.0,2021,8,3,여름,1,1
2021-09-01,5130.0,60.0,94.0,1799.0,58.0,1107.0,100.0,611.0,55.0,438.0,84.0,405.0,71.0,,,435.0,67.0,,,335.0,70.0,,,40.0,42.0,45.0,29.0,33.0,30.0,2021,9,3,가을,1,1
2021-10-01,6427.0,74.0,114.0,2292.0,71.0,1365.0,121.0,756.0,66.0,537.0,100.0,507.0,86.0,,,554.0,84.0,,,416.0,85.0,,,26.0,29.0,34.0,14.0,16.0,15.0,2021,10,4,가을,1,1
2021-11-01,6866.0,85.0,120.0,2521.0,82.0,1382.0,128.0,821.0,74.0,553.0,106.0,546.0,97.0,,,586.0,93.0,,,457.0,96.0,,,15.0,18.0,26.0,3.0,7.0,4.0,2021,11,4,가을,1,1
2021-12-01,6375.0,74.0,113.0,2280.0,72.0,1356.0,120.0,743.0,65.0,534.0,98.0,501.0,86.0,,,543.0,83.0,,,418.0,85.0,,,26.0,28.0,35.0,14.0,17.0,15.0,2021,12,4,겨울,1,1
2022-01-01,5798.0,67.0,102.0,2079.0,65.0,1258.0,108.0,662.0,59.0,483.0,89.0,460.0,79.0,,,486.0,76.0,,,370.0,79.0,,,33.0,35.0,41.0,21.0,24.0,21.0,2022,1,1,겨울,1,1
2022-02-01,4959.0,62.0,99.0,1754.0,60.0,1111.0,105.0,553.0,53.0,419.0,86.0,381.0,71.0,,,423.0,70.0,,,318.0,72.0,,,38.0,40.0,47.0,29.0,30.0,28.0,2022,2,1,겨울,1,1
2022-03-01,5273.0,60.0,98.0,1819.0,58.0,1190.0,104.0,605.0,53.0,467.0,86.0,414.0,71.0,,,445.0,68.0,,,333.0,68.0,,,40.0,42.0,47.0,29.0,32.0,32.0,2022,3,1,봄,1,1
2022-04-01,6710.0,81.0,117.0,2428.0,78.0,1408.0,124.0,785.0,71.0,548.0,104.0,535.0,94.0,,,579.0,91.0,,,427.0,90.0,,,19.0,22.0,29.0,6.0,9.0,10.0,2022,4,2,봄,1,1
2022-05-01,8194.0,98.0,128.0,3105.0,97.0,1578.0,135.0,988.0,85.0,618.0,114.0,655.0,112.0,,,708.0,108.0,,,542.0,110.0,,,2.0,3.0,15.0,-12.0,-8.0,-10.0,2022,5,2,봄,1,1
2022-06-01,7767.0,96.0,126.0,2953.0,96.0,1503.0,133.0,926.0,78.0,588.0,112.0,612.0,109.0,,,665.0,105.0,,,520.0,109.0,,,4.0,4.0,22.0,-9.0,-5.0,-9.0,2022,6,2,여름,1,1
2022-07-01,7968.0,93.0,125.0,3041.0,94.0,1556.0,132.0,924.0,75.0,599.0,111.0,626.0,106.0,,,694.0,105.0,,,528.0,107.0,,,7.0,6.0,25.0,-6.0,-5.0,-7.0,2022,7,3,여름,0,1
2022-08-01,7853.0,93.0,125.0,3004.0,94.0,1532.0,132.0,907.0,74.0,590.0,109.0,606.0,103.0,,,687.0,106.0,,,527.0,106.0,,,7.0,6.0,26.0,-3.0,-6.0,-6.0,2022,8,3,여름,0,1
2022-09-01,7838.0,97.0,123.0,2994.0,97.0,1467.0,129.0,964.0,82.0,580.0,112.0,641.0,112.0,,,672.0,106.0,,,520.0,110.0,,,3.0,3.0,18.0,-12.0,-6.0,-10.0,2022,9,3,가을,0,1
2022-10-01,8829.0,106.0,132.0,3454.0,107.0,1618.0,139.0,1072.0,87.0,632.0,118.0,713.0,120.0,,,754.0,115.0,,,586.0,118.0,,,-6.0,-7.0,13.0,-20.0,-15.0,-18.0,2022,10,4,가을,0,1
2022-11-01,8244.0,104.0,132.0,3194.0,106.0,1543.0,139.0,992.0,85.0,619.0,117.0,658.0,116.0,,,692.0,111.0,,,546.0,115.0,,,-4.0,-6.0,15.0,-16.0,-11.0,-15.0,2022,11,4,가을,0,1
2022-12-01,8494.0,102.0,130.0,3327.0,104.0,1565.0,138.0,1006.0,82.0,633.0,115.0,680.0,114.0,,,717.0,110.0,,,566.0,114.0,,,-2.0,-4.0,18.0,-14.0,-10.0,-14.0,2022,12,4,겨울,0,1
2023-01-01,8117.0,97.0,123.0,3142.0,97.0,1515.0,131.0,969.0,79.0,593.0,109.0,655.0,109.0,,,701.0,106.0,,,542.0,109.0,,,3.0,3.0,21.0,-9.0,-6.0,-9.0,2023,1,1,겨울,0,1
2023-02-01,7897.0,106.0,132.0,3114.0,108.0,1466.0,140.0,918.0,83.0,562.0,115.0,626.0,117.0,,,675.0,115.0,,,536.0,120.0,,,-6.0,-8.0,17.0,-17.0,-15.0,-20.0,2023,2,1,겨울,0,1
2023-03-01,8192.0,98.0,126.0,3153.0,99.0,1557.0,133.0,963.0,79.0,609.0,111.0,673.0,114.0,,,695.0,107.0,,,543.0,109.0,,,2.0,1.0,21.0,-14.0,-7.0,-9.0,2023,3,1,봄,0,1
2023-04-01,8473.0,105.0,130.0,3281.0,106.0,1567.0,136.0,1026.0,87.0,611.0,116.0,689.0,119.0,,,733.0,116.0,,,566.0,118.0,,,-5.0,-6.0,13.0,-19.0,-16.0,-18.0,2023,4,2,봄,0,1
2023-05-01,8900.0,109.0,132.0,3461.0,109.0,1620.0,138.0,1088.0,89.0,638.0,117.0,716.0,122.0,,,767.0,118.0,,,609.0,123.0,,,-9.0,-9.0,11.0,-22.0,-18.0,-23.0,2023,5,2,봄,0,1
2023-06-01,8403.0,104.0,130.0,3274.0,106.0,1564.0,137.0,1006.0,85.0,610.0,115.0,668.0,116.0,,,712.0,113.0,,,568.0,118.0,,,-4.0,-6.0,15.0,-16.0,-13.0,-18.0,2023,6,2,여름,0,1
2023-07-01,8326.0,101.0,129.0,3280.0,103.0,1611.0,136.0,954.0,80.0,611.0,112.0,651.0,112.0,,,648.0,107.0,,,570.0,115.0,,,-1.0,-3.0,20.0,-12.0,-7.0,-15.0,2023,7,3,여름,0,1
2023-08-01,8548.0,104.0,128.0,3352.0,106.0,1599.0,136.0,1003.0,83.0,613.0,113.0,669.0,116.0,,,729.0,114.0,,,582.0,119.0,,,-4.0,-6.0,17.0,-16.0,-14.0,-19.0,2023,8,3,여름,0,1
2023-09-01,8421.0,105.0,130.0,3291.0,106.0,1396.0,138.0,991.0,90.0,607.0,116.0,648.0,118.0,76.0,154.0,746.0,105.0,57.0,115.0,550.0,121.0,59.0,119.0,-5.0,-6.0,10.0,-18.0,-5.0,-21.0,2023,9,3,가을,0,1
2023-10-01,9186.0,109.0,133.0,3643.0,110.0,1461.0,141.0,1079.0,92.0,633.0,117.0,717.0,121.0,81.0,157.0,841.0,110.0,63.0,120.0,605.0,123.0,63.0,122.0,-9.0,-10.0,8.0,-21.0,-10.0,-23.0,2023,10,4,가을,0,1
2023-11-01,8887.0,110.0,134.0,3547.0,112.0,1421.0,142.0,1046.0,93.0,621.0,117.0,688.0,122.0,81.0,161.0,774.0,110.0,61.0,121.0,587.0,124.0,61.0,122.0,-10.0,-12.0,7.0,-22.0,-10.0,-24.0,2023,11,4,가을,0,1
2023-12-01,9171.0,108.0,133.0,3648.0,110.0,1488.0,141.0,1060.0,90.0,635.0,117.0,714.0,121.0,82.0,158.0,806.0,111.0,63.0,122.0,612.0,125.0,63.0,122.0,-8.0,-10.0,10.0,-21.0,-11.0,-25.0,2023,12,4,겨울,0,1
2024-01-01,8420.0,99.0,128.0,3319.0,102.0,1400.0,136.0,958.0,82.0,604.0,111.0,645.0,111.0,80.0,155.0,732.0,101.0,62.0,119.0,559.0,114.0,61.0,117.0,1.0,-2.0,18.0,-11.0,-1.0,-14.0,2024,1,1,겨울,0,1
2024-02-01,8650.0,109.0,131.0,3464.0,112.0,1361.0,139.0,1013.0,92.0,582.0,115.0,679.0,123.0,77.0,159.0,772.0,113.0,60.0,123.0,583.0,127.0,59.0,122.0,-9.0,-12.0,8.0,-23.0,-13.0,-27.0,2024,2,1,겨울,0,1
2024-03-01,8814.0,102.0,130.0,3474.0,105.0,1451.0,138.0,1014.0,86.0,617.0,113.0,702.0,119.0,81.0,156.0,774.0,106.0,61.0,116.0,578.0,118.0,62.0,119.0,-2.0,-5.0,14.0,-19.0,-6.0,-18.0,2024,3,1,봄,0,1
2024-04-01,8777.0,108.0,131.0,3500.0,111.0,1389.0,139.0,1033.0,91.0,595.0,115.0,693.0,123.0,79.0,159.0,780.0,111.0,61.0,123.0,585.0,124.0,62.0,119.0,-8.0,-11.0,9.0,-23.0,-11.0,-24.0,2024,4,2,봄,0,1
2024-05-01,9473.0,112.0,132.0,3827.0,115.0,1457.0,140.0,1119.0,94.0,615.0,115.0,747.0,128.0,84.0,163.0,863.0,119.0,64.0,123.0,632.0,129.0,65.0,125.0,-12.0,-15.0,6.0,-28.0,-19.0,-29.0,2024,5,2,봄,0,1
2024-06-01,8905.0,107.0,129.0,3595.0,110.0,1397.0,137.0,1051.0,91.0,580.0,112.0,704.0,123.0,78.0,156.0,787.0,111.0,59.0,118.0,592.0,125.0,62.0,123.0,-7.0,-10.0,9.0,-23.0,-11.0,-25.0,2024,6,2,여름,0,1
2024-07-01,8776.0,102.0,126.0,3556.0,107.0,1396.0,135.0,1005.0,85.0,578.0,108.0,691.0,119.0,80.0,155.0,758.0,105.0,60.0,116.0,590.0,121.0,62.0,120.0,-2.0,-7.0,15.0,-19.0,-5.0,-21.0,2024,7,3,여름,0,1
2024-08-01,9133.0,106.0,128.0,3706.0,109.0,1438.0,137.0,1053.0,88.0,589.0,111.0,715.0,122.0,80.0,156.0,819.0,112.0,62.0,120.0,608.0,124.0,63.0,121.0,-6.0,-9.0,12.0,-22.0,-12.0,-24.0,2024,8,3,여름,0,1
2024-09-01,8919.0,1106.0,127.0,3615.0,110.0,1376.0,134.0,1073.0,93.0,578.0,112.0,707.0,123.0,77.0,155.0,795.0,111.0,59.0,118.0,579.0,125.0,60.0,121.0,-1006.0,-10.0,7.0,-23.0,-11.0,-25.0,2024,9,3,가을,0,1
2024-10-01,9375.0,110.0,133.0,3800.0,115.0,1452.0,142.0,1115.0,94.0,618.0,116.0,735.0,126.0,84.0,163.0,833.0,115.0,63.0,122.0,607.0,128.0,65.0,126.0,-10.0,-15.0,6.0,-26.0,-15.0,-28.0,2024,10,4,가을,0,1
2024-11-01,9621.0,116.0,137.0,3930.0,121.0,1477.0,146.0,1153.0,100.0,624.0,121.0,756.0,133.0,83.0,166.0,851.0,120.0,63.0,125.0,619.0,134.0,65.0,128.0,-16.0,-21.0,0.0,-33.0,-20.0,-34.0,2024,11,4,가을,0,1
2024-12-01,9031.0,112.0,134.0,3364.0,117.0,1461.0,143.0,1040.0,93.0,615.0,115.0,682.0,128.0,86.0,166.0,768.0,115.0,64.0,123.0,586.0,131.0,65.0,125.0,-12.0,-17.0,7.0,-28.0,-15.0,-31.0,2024,12,4,겨울,0,1
