yearmonth,연도,월,분기,계절,코로나기간,SRT개통후,노선,여객수_천명,KTX이용률,공실률,초과수요,공실상태,KTX전체이용률,KTX전체공실률,개통전,공휴일수,설날달,추석달,명절연휴포함,명절전달,명절후달,황금연휴포함
2013-06-01,2013,6,2,여름,0,0,호남선,526.0,68.0,32.0,0,공실있음,89.0,11.0,0,1,0,0,0,0,0,0
2013-06-01,2013,6,2,여름,0,0,경전선,321.0,92.0,8.0,0,여유없음,89.0,11.0,0,1,0,0,0,0,0,0
2013-06-01,2013,6,2,여름,0,0,전라선,170.0,87.0,13.0,0,공실있음,89.0,11.0,0,1,0,0,0,0,0,0
2013-07-01,2013,7,3,여름,0,0,경부선,3376.0,91.0,9.0,0,여유없음,87.0,13.0,0,0,0,0,0,0,0,0
2013-07-01,2013,7,3,여름,0,0,호남선,507.0,64.0,36.0,0,공실있음,87.0,13.0,0,0,0,0,0,0,0,0
2013-07-01,2013,7,3,여름,0,0,경전선,319.0,90.0,10.0,0,공실있음,87.0,13.0,0,0,0,0,0,0,0,0
2013-07-01,2013,7,3,여름,0,0,전라선,165.0,82.0,18.0,0,공실있음,87.0,13.0,0,0,0,0,0,0,0,0
2013-08-01,2013,8,3,여름,0,0,경부선,3535.0,94.0,6.0,0,여유없음,90.0,10.0,0,1,0,0,0,1,0,0
2013-08-01,2013,8,3,여름,0,0,호남선,564.0,70.0,30.0,0,공실있음,90.0,10.0,0,1,0,0,0,1,0,0
2013-08-01,2013,8,3,여름,0,0,경전선,325.0,90.0,10.0,0,공실있음,90.0,10.0,0,1,0,0,0,1,0,0
2013-08-01,2013,8,3,여름,0,0,전라선,189.0,93.0,7.0,0,여유없음,90.0,10.0,0,1,0,0,0,1,0,0
2013-09-01,2013,9,3,가을,0,0,경부선,3538.0,96.0,4.0,0,여유없음,93.0,7.0,0,3,0,1,1,0,0,1
2013-09-01,2013,9,3,가을,0,0,호남선,607.0,77.0,23.0,0,공실있음,93.0,7.0,0,3,0,1,1,0,0,1
2013-09-01,2013,9,3,가을,0,0,경전선,353.0,98.0,2.0,0,여유없음,93.0,7.0,0,3,0,1,1,0,0,1
2013-09-01,2013,9,3,가을,0,0,전라선,183.0,93.0,7.0,0,여유없음,93.0,7.0,0,3,0,1,1,0,0,1
2013-10-01,2013,10,4,가을,0,0,경부선,3671.0,99.0,1.0,0,여유없음,95.0,5.0,0,2,0,0,0,0,1,0
2013-10-01,2013,10,4,가을,0,0,호남선,581.0,72.0,28.0,0,공실있음,95.0,5.0,0,2,0,0,0,0,1,0
2013-10-01,2013,10,4,가을,0,0,경전선,349.0,99.0,1.0,0,여유없음,95.0,5.0,0,2,0,0,0,0,1,0
2013-10-01,2013,10,4,가을,0,0,전라선,190.0,94.0,6.0,0,여유없음,95.0,5.0,0,2,0,0,0,0,1,0
2013-11-01,2013,11,4,가을,0,0,경부선,3733.0,103.0,-3.0,1,초과수요,98.0,2.0,0,0,0,0,0,0,0,0
2013-11-01,2013,11,4,가을,0,0,호남선,594.0,76.0,24.0,0,공실있음,98.0,2.0,0,0,0,0,0,0,0,0
2013-11-01,2013,11,4,가을,0,0,경전선,359.0,103.0,-3.0,1,초과수요,98.0,2.0,0,0,0,0,0,0,0,0
2013-11-01,2013,11,4,가을,0,0,전라선,180.0,92.0,8.0,0,여유없음,98.0,2.0,0,0,0,0,0,0,0,0
2013-12-01,2013,12,4,겨울,0,0,경부선,3533.0,96.0,4.0,0,여유없음,91.0,9.0,0,1,0,0,0,1,0,0
2013-12-01,2013,12,4,겨울,0,0,호남선,541.0,68.0,32.0,0,공실있음,91.0,9.0,0,1,0,0,0,1,0,0
2013-12-01,2013,12,4,겨울,0,0,경전선,351.0,97.0,3.0,0,여유없음,91.0,9.0,0,1,0,0,0,1,0,0
2013-12-01,2013,12,4,겨울,0,0,전라선,168.0,83.0,17.0,0,공실있음,91.0,9.0,0,1,0,0,0,1,0,0
2014-01-01,2014,1,1,겨울,0,0,경부선,3422.0,101.0,-1.0,1,초과수요,96.0,4.0,0,3,1,0,1,1,0,0
2014-01-01,2014,1,1,겨울,0,0,호남선,536.0,72.0,28.0,0,공실있음,96.0,4.0,0,3,1,0,1,1,0,0
2014-01-01,2014,1,1,겨울,0,0,경전선,337.0,100.0,0.0,0,여유없음,96.0,4.0,0,3,1,0,1,1,0,0
2014-01-01,2014,1,1,겨울,0,0,전라선,171.0,98.0,2.0,0,여유없음,96.0,4.0,0,3,1,0,1,1,0,0
2014-02-01,2014,2,1,겨울,0,0,경부선,3450.0,100.0,0.0,0,여유없음,94.0,6.0,0,1,1,0,1,0,1,0
2014-02-01,2014,2,1,겨울,0,0,호남선,490.0,68.0,32.0,0,공실있음,94.0,6.0,0,1,1,0,1,0,1,0
2014-02-01,2014,2,1,겨울,0,0,경전선,324.0,100.0,0.0,0,여유없음,94.0,6.0,0,1,1,0,1,0,1,0
2014-02-01,2014,2,1,겨울,0,0,전라선,162.0,89.0,11.0,0,공실있음,94.0,6.0,0,1,1,0,1,0,1,0
2014-03-01,2014,3,1,봄,0,0,경부선,3456.0,93.0,7.0,0,여유없음,88.0,12.0,0,1,0,0,0,0,1,0
2014-03-01,2014,3,1,봄,0,0,호남선,523.0,65.0,35.0,0,공실있음,88.0,12.0,0,1,0,0,0,0,1,0
2014-03-01,2014,3,1,봄,0,0,경전선,334.0,92.0,8.0,0,여유없음,88.0,12.0,0,1,0,0,0,0,1,0
2014-03-01,2014,3,1,봄,0,0,전라선,166.0,82.0,18.0,0,공실있음,88.0,12.0,0,1,0,0,0,0,1,0
2014-04-01,2014,4,2,봄,0,0,경부선,3529.0,99.0,1.0,0,여유없음,94.0,6.0,0,0,0,0,0,0,0,0
2014-04-01,2014,4,2,봄,0,0,호남선,542.0,70.0,30.0,0,공실있음,94.0,6.0,0,0,0,0,0,0,0,0
2014-04-01,2014,4,2,봄,0,0,경전선,349.0,102.0,-2.0,1,초과수요,94.0,6.0,0,0,0,0,0,0,0,0
2014-04-01,2014,4,2,봄,0,0,전라선,169.0,87.0,13.0,0,공실있음,94.0,6.0,0,0,0,0,0,0,0,0
2014-05-01,2014,5,2,봄,0,0,경부선,3822.0,102.0,-2.0,1,초과수요,97.0,3.0,0,2,0,0,0,0,0,0
2014-05-01,2014,5,2,봄,0,0,호남선,587.0,73.0,27.0,0,공실있음,97.0,3.0,0,2,0,0,0,0,0,0
2014-05-01,2014,5,2,봄,0,0,경전선,364.0,100.0,0.0,0,여유없음,97.0,3.0,0,2,0,0,0,0,0,0
2014-05-01,2014,5,2,봄,0,0,전라선,186.0,92.0,8.0,0,여유없음,97.0,3.0,0,2,0,0,0,0,0,0
2014-06-01,2014,6,2,여름,0,0,경부선,3551.0,99.0,1.0,0,여유없음,93.0,7.0,0,2,0,0,0,0,0,0
2014-06-01,2014,6,2,여름,0,0,호남선,522.0,67.0,33.0,0,공실있음,93.0,7.0,0,2,0,0,0,0,0,0
2014-06-01,2014,6,2,여름,0,0,경전선,342.0,97.0,3.0,0,여유없음,93.0,7.0,0,2,0,0,0,0,0,0
2014-06-01,2014,6,2,여름,0,0,전라선,176.0,91.0,9.0,0,여유없음,93.0,7.0,0,2,0,0,0,0,0,0
2014-07-01,2014,7,3,여름,0,0,경부선,3525.0,101.0,-1.0,1,초과수요,95.0,5.0,0,0,0,0,0,0,0,0
2014-07-01,2014,7,3,여름,0,0,호남선,501.0,66.0,34.0,0,공실있음,95.0,5.0,0,0,0,0,0,0,0,0
2014-07-01,2014,7,3,여름,0,0,경전선,363.0,94.0,6.0,0,여유없음,95.0,5.0,0,0,0,0,0,0,0,0
2014-07-01,2014,7,3,여름,0,0,전라선,179.0,90.0,10.0,0,공실있음,95.0,5.0,0,0,0,0,0,0,0,0
2014-08-01,2014,8,3,여름,0,0,경부선,3809.0,108.0,-8.0,1,초과수요,102.0,-2.0,0,1,0,0,0,1,0,0
2014-08-01,2014,8,3,여름,0,0,호남선,576.0,75.0,25.0,0,공실있음,102.0,-2.0,0,1,0,0,0,1,0,0
2014-08-01,2014,8,3,여름,0,0,경전선,397.0,101.0,-1.0,1,초과수요,102.0,-2.0,0,1,0,0,0,1,0,0
2014-08-01,2014,8,3,여름,0,0,전라선,214.0,108.0,-8.0,1,초과수요,102.0,-2.0,0,1,0,0,0,1,0,0
2014-09-01,2014,9,3,가을,0,0,경부선,3600.0,104.0,-4.0,1,초과수요,99.0,1.0,0,4,0,1,1,0,0,1
2014-09-01,2014,9,3,가을,0,0,호남선,566.0,76.0,24.0,0,공실있음,99.0,1.0,0,4,0,1,1,0,0,1
2014-09-01,2014,9,3,가을,0,0,경전선,389.0,100.0,0.0,0,여유없음,99.0,1.0,0,4,0,1,1,0,0,1
2014-09-01,2014,9,3,가을,0,0,전라선,198.0,97.0,3.0,0,여유없음,99.0,1.0,0,4,0,1,1,0,0,1
2014-10-01,2014,10,4,가을,0,0,경부선,3904.0,111.0,-11.0,1,초과수요,105.0,-5.0,0,2,0,0,0,0,1,0
2014-10-01,2014,10,4,가을,0,0,호남선,592.0,78.0,22.0,0,공실있음,105.0,-5.0,0,2,0,0,0,0,1,0
2014-10-01,2014,10,4,가을,0,0,경전선,416.0,107.0,-7.0,1,초과수요,105.0,-5.0,0,2,0,0,0,0,1,0
2014-10-01,2014,10,4,가을,0,0,전라선,207.0,104.0,-4.0,1,초과수요,105.0,-5.0,0,2,0,0,0,0,1,0
2014-11-01,2014,11,4,가을,0,0,경부선,3747.0,109.0,-9.0,1,초과수요,104.0,-4.0,0,0,0,0,0,0,0,0
2014-11-01,2014,11,4,가을,0,0,호남선,576.0,78.0,22.0,0,공실있음,104.0,-4.0,0,0,0,0,0,0,0,0
2014-11-01,2014,11,4,가을,0,0,경전선,397.0,104.0,-4.0,1,초과수요,104.0,-4.0,0,0,0,0,0,0,0,0
2014-11-01,2014,11,4,가을,0,0,전라선,196.0,102.0,-2.0,1,초과수요,104.0,-4.0,0,0,0,0,0,0,0,0
2014-12-01,2014,12,4,겨울,0,0,경부선,3907.0,111.0,-11.0,1,초과수요,106.0,-6.0,0,1,0,0,0,0,0,0
2014-12-01,2014,12,4,겨울,0,0,호남선,615.0,81.0,19.0,0,공실있음,106.0,-6.0,0,1,0,0,0,0,0,0
2014-12-01,2014,12,4,겨울,0,0,경전선,413.0,107.0,-7.0,1,초과수요,106.0,-6.0,0,1,0,0,0,0,0,0
2014-12-01,2014,12,4,겨울,0,0,전라선,220.0,104.0,-4.0,1,초과수요,106.0,-6.0,0,1,0,0,0,0,0,0
2015-01-01,2015,1,1,겨울,0,0,경부선,3667.0,104.0,-4.0,1,초과수요,98.0,2.0,0,1,0,0,0,1,0,0
2015-01-01,2015,1,1,겨울,0,0,호남선,548.0,72.0,28.0,0,공실있음,98.0,2.0,0,1,0,0,0,1,0,0
2015-01-01,2015,1,1,겨울,0,0,경전선,383.0,98.0,2.0,0,여유없음,98.0,2.0,0,1,0,0,0,1,0,0
2015-01-01,2015,1,1,겨울,0,0,전라선,206.0,100.0,0.0,0,여유없음,98.0,2.0,0,1,0,0,0,1,0,0
2015-02-01,2015,2,1,겨울,0,0,경부선,3323.0,106.0,-6.0,1,초과수요,101.0,-1.0,0,3,1,0,1,0,0,1
2015-02-01,2015,2,1,겨울,0,0,호남선,526.0,79.0,21.0,0,공실있음,101.0,-1.0,0,3,1,0,1,0,0,1
2015-02-01,2015,2,1,겨울,0,0,경전선,360.0,103.0,-3.0,1,초과수요,101.0,-1.0,0,3,1,0,1,0,0,1
2015-02-01,2015,2,1,겨울,0,0,전라선,190.0,106.0,-6.0,1,초과수요,101.0,-1.0,0,3,1,0,1,0,0,1
2015-03-01,2015,3,1,봄,0,0,경부선,3565.0,102.0,-2.0,1,초과수요,96.0,4.0,0,1,0,0,0,0,1,0
2015-03-01,2015,3,1,봄,0,0,호남선,545.0,71.0,29.0,0,공실있음,96.0,4.0,0,1,0,0,0,0,1,0
2015-03-01,2015,3,1,봄,0,0,경전선,378.0,97.0,3.0,0,여유없음,96.0,4.0,0,1,0,0,0,0,1,0
2015-03-01,2015,3,1,봄,0,0,전라선,187.0,94.0,6.0,0,여유없음,96.0,4.0,0,1,0,0,0,0,1,0
2015-04-01,2015,4,2,봄,0,0,경부선,3524.0,104.0,-4.0,1,초과수요,100.0,0.0,0,0,0,0,0,0,0,0
2015-04-01,2015,4,2,봄,0,0,호남선,726.0,84.0,16.0,0,공실있음,100.0,0.0,0,0,0,0,0,0,0,0
2015-04-01,2015,4,2,봄,0,0,경전선,384.0,114.0,-14.0,1,초과수요,100.0,0.0,0,0,0,0,0,0,0,0
2015-04-01,2015,4,2,봄,0,0,전라선,258.0,81.0,19.0,0,공실있음,100.0,0.0,0,0,0,0,0,0,0,0
2015-04-01,2015,4,2,봄,0,0,동해선,224.0,101.0,-1.0,1,초과수요,100.0,0.0,0,0,0,0,0,0,0,0
2015-05-01,2015,5,2,봄,0,0,경부선,3894.0,108.0,-8.0,1,초과수요,105.0,-5.0,0,2,0,0,0,0,0,0
2015-05-01,2015,5,2,봄,0,0,호남선,844.0,91.0,9.0,0,여유없음,105.0,-5.0,0,2,0,0,0,0,0,0
2015-05-01,2015,5,2,봄,0,0,경전선,418.0,118.0,-18.0,1,초과수요,105.0,-5.0,0,2,0,0,0,0,0,0
2015-05-01,2015,5,2,봄,0,0,전라선,318.0,95.0,5.0,0,여유없음,105.0,-5.0,0,2,0,0,0,0,0,0
2015-05-01,2015,5,2,봄,0,0,동해선,265.0,108.0,-8.0,1,초과수요,105.0,-5.0,0,2,0,0,0,0,0,0
2015-06-01,2015,6,2,여름,0,0,경부선,2554.0,75.0,25.0,0,공실있음,73.0,27.0,0,1,0,0,0,0,0,0
2015-06-01,2015,6,2,여름,0,0,호남선,538.0,62.0,38.0,0,공실있음,73.0,27.0,0,1,0,0,0,0,0,0
2015-06-01,2015,6,2,여름,0,0,경전선,288.0,87.0,13.0,0,공실있음,73.0,27.0,0,1,0,0,0,0,0,0
2015-06-01,2015,6,2,여름,0,0,전라선,190.0,59.0,41.0,0,공실있음,73.0,27.0,0,1,0,0,0,0,0,0
2015-06-01,2015,6,2,여름,0,0,동해선,168.0,76.0,24.0,0,공실있음,73.0,27.0,0,1,0,0,0,0,0,0
2015-07-01,2015,7,3,여름,0,0,경부선,3266.0,93.0,7.0,0,여유없음,90.0,10.0,0,0,0,0,0,0,0,0
2015-07-01,2015,7,3,여름,0,0,호남선,691.0,76.0,24.0,0,공실있음,90.0,10.0,0,0,0,0,0,0,0,0
2015-07-01,2015,7,3,여름,0,0,경전선,360.0,104.0,-4.0,1,초과수요,90.0,10.0,0,0,0,0,0,0,0,0
2015-07-01,2015,7,3,여름,0,0,전라선,264.0,79.0,21.0,0,공실있음,90.0,10.0,0,0,0,0,0,0,0,0
2015-07-01,2015,7,3,여름,0,0,동해선,224.0,97.0,3.0,0,여유없음,90.0,10.0,0,0,0,0,0,0,0,0
2015-08-01,2015,8,3,여름,0,0,경부선,3554.0,105.0,-5.0,1,초과수요,97.0,3.0,0,1,0,0,0,1,0,0
2015-08-01,2015,8,3,여름,0,0,호남선,784.0,74.0,26.0,0,공실있음,97.0,3.0,0,1,0,0,0,1,0,0
2015-08-01,2015,8,3,여름,0,0,경전선,395.0,106.0,-6.0,1,초과수요,97.0,3.0,0,1,0,0,0,1,0,0
2015-08-01,2015,8,3,여름,0,0,전라선,308.0,90.0,10.0,0,공실있음,97.0,3.0,0,1,0,0,0,1,0,0
2015-08-01,2015,8,3,여름,0,0,동해선,301.0,92.0,8.0,0,여유없음,97.0,3.0,0,1,0,0,0,1,0,0
2015-09-01,2015,9,3,가을,0,0,경부선,3386.0,101.0,-1.0,1,초과수요,96.0,4.0,0,4,0,1,1,0,0,0
2015-09-01,2015,9,3,가을,0,0,호남선,839.0,78.0,22.0,0,공실있음,96.0,4.0,0,4,0,1,1,0,0,0
2015-09-01,2015,9,3,가을,0,0,경전선,397.0,109.0,-9.0,1,초과수요,96.0,4.0,0,4,0,1,1,0,0,0
2015-09-01,2015,9,3,가을,0,0,전라선,287.0,85.0,15.0,0,공실있음,96.0,4.0,0,4,0,1,1,0,0,0
2015-09-01,2015,9,3,가을,0,0,동해선,293.0,90.0,10.0,0,공실있음,96.0,4.0,0,4,0,1,1,0,0,0
2015-10-01,2015,10,4,가을,0,0,경부선,3700.0,108.0,-8.0,1,초과수요,102.0,-2.0,0,2,0,0,0,0,1,0
2015-10-01,2015,10,4,가을,0,0,호남선,885.0,83.0,17.0,0,공실있음,102.0,-2.0,0,2,0,0,0,0,1,0
2015-10-01,2015,10,4,가을,0,0,경전선,420.0,113.0,-13.0,1,초과수요,102.0,-2.0,0,2,0,0,0,0,1,0
2015-10-01,2015,10,4,가을,0,0,전라선,319.0,93.0,7.0,0,여유없음,102.0,-2.0,0,2,0,0,0,0,1,0
2015-10-01,2015,10,4,가을,0,0,동해선,309.0,94.0,6.0,0,여유없음,102.0,-2.0,0,2,0,0,0,0,1,0
2015-11-01,2015,11,4,가을,0,0,경부선,3609.0,109.0,-9.0,1,초과수요,103.0,-3.0,0,0,0,0,0,0,0,0
2015-11-01,2015,11,4,가을,0,0,호남선,874.0,85.0,15.0,0,공실있음,103.0,-3.0,0,0,0,0,0,0,0,0
2015-11-01,2015,11,4,가을,0,0,경전선,417.0,116.0,-16.0,1,초과수요,103.0,-3.0,0,0,0,0,0,0,0,0
2015-11-01,2015,11,4,가을,0,0,전라선,306.0,92.0,8.0,0,여유없음,103.0,-3.0,0,0,0,0,0,0,0,0
2015-11-01,2015,11,4,가을,0,0,동해선,305.0,96.0,4.0,0,여유없음,103.0,-3.0,0,0,0,0,0,0,0,0
2015-12-01,2015,12,4,겨울,0,0,경부선,3556.0,105.0,-5.0,1,초과수요,99.0,1.0,0,1,0,0,0,0,0,0
2015-12-01,2015,12,4,겨울,0,0,호남선,861.0,81.0,19.0,0,공실있음,99.0,1.0,0,1,0,0,0,0,0,0
2015-12-01,2015,12,4,겨울,0,0,경전선,406.0,111.0,-11.0,1,초과수요,99.0,1.0,0,1,0,0,0,0,0,0
2015-12-01,2015,12,4,겨울,0,0,전라선,308.0,90.0,10.0,0,공실있음,99.0,1.0,0,1,0,0,0,0,0,0
2015-12-01,2015,12,4,겨울,0,0,동해선,307.0,93.0,7.0,0,여유없음,99.0,1.0,0,1,0,0,0,0,0,0
2016-01-01,2016,1,1,겨울,0,0,경부선,3398.0,99.0,1.0,0,여유없음,94.0,6.0,0,1,0,0,0,1,0,0
2016-01-01,2016,1,1,겨울,0,0,호남선,831.0,78.0,22.0,0,공실있음,94.0,6.0,0,1,0,0,0,1,0,0
2016-01-01,2016,1,1,겨울,0,0,경전선,386.0,103.0,-3.0,1,초과수요,94.0,6.0,0,1,0,0,0,1,0,0
2016-01-01,2016,1,1,겨울,0,0,전라선,308.0,90.0,10.0,0,공실있음,94.0,6.0,0,1,0,0,0,1,0,0
2016-01-01,2016,1,1,겨울,0,0,동해선,293.0,89.0,11.0,0,공실있음,94.0,6.0,0,1,0,0,0,1,0,0
2016-02-01,2016,2,1,겨울,0,0,경부선,3363.0,103.0,-3.0,1,초과수요,98.0,2.0,0,4,1,0,1,0,0,1
2016-02-01,2016,2,1,겨울,0,0,호남선,826.0,81.0,19.0,0,공실있음,98.0,2.0,0,4,1,0,1,0,0,1
2016-02-01,2016,2,1,겨울,0,0,경전선,391.0,107.0,-7.0,1,초과수요,98.0,2.0,0,4,1,0,1,0,0,1
2016-02-01,2016,2,1,겨울,0,0,전라선,304.0,94.0,6.0,0,여유없음,98.0,2.0,0,4,1,0,1,0,0,1
2016-02-01,2016,2,1,겨울,0,0,동해선,300.0,94.0,6.0,0,여유없음,98.0,2.0,0,4,1,0,1,0,0,1
2016-03-01,2016,3,1,봄,0,0,경부선,3246.0,96.0,4.0,0,여유없음,91.0,9.0,0,1,0,0,0,0,1,0
2016-03-01,2016,3,1,봄,0,0,호남선,816.0,77.0,23.0,0,공실있음,91.0,9.0,0,1,0,0,0,0,1,0
2016-03-01,2016,3,1,봄,0,0,경전선,385.0,104.0,-4.0,1,초과수요,91.0,9.0,0,1,0,0,0,0,1,0
2016-03-01,2016,3,1,봄,0,0,전라선,285.0,84.0,16.0,0,공실있음,91.0,9.0,0,1,0,0,0,0,1,0
2016-03-01,2016,3,1,봄,0,0,동해선,278.0,83.0,17.0,0,공실있음,91.0,9.0,0,1,0,0,0,0,1,0
2016-04-01,2016,4,2,봄,0,0,경부선,3438.0,104.0,-4.0,1,초과수요,100.0,0.0,0,1,0,0,0,0,0,0
2016-04-01,2016,4,2,봄,0,0,호남선,885.0,86.0,14.0,0,공실있음,100.0,0.0,0,1,0,0,0,0,0,0
2016-04-01,2016,4,2,봄,0,0,경전선,422.0,115.0,-15.0,1,초과수요,100.0,0.0,0,1,0,0,0,0,0,0
2016-04-01,2016,4,2,봄,0,0,전라선,311.0,93.0,7.0,0,여유없음,100.0,0.0,0,1,0,0,0,0,0,0
2016-04-01,2016,4,2,봄,0,0,동해선,299.0,92.0,8.0,0,여유없음,100.0,0.0,0,1,0,0,0,0,0,0
2016-05-01,2016,5,2,봄,0,0,경부선,3638.0,106.0,-6.0,1,초과수요,102.0,-2.0,0,3,0,0,0,0,0,0
2016-05-01,2016,5,2,봄,0,0,호남선,955.0,87.0,13.0,0,공실있음,102.0,-2.0,0,3,0,0,0,0,0,0
2016-05-01,2016,5,2,봄,0,0,경전선,431.0,115.0,-15.0,1,초과수요,102.0,-2.0,0,3,0,0,0,0,0,0
2016-05-01,2016,5,2,봄,0,0,전라선,341.0,98.0,2.0,0,여유없음,102.0,-2.0,0,3,0,0,0,0,0,0
2016-05-01,2016,5,2,봄,0,0,동해선,327.0,96.0,4.0,0,여유없음,102.0,-2.0,0,3,0,0,0,0,0,0
2016-06-01,2016,6,2,여름,0,0,경부선,3421.0,104.0,-4.0,1,초과수요,98.0,2.0,0,1,0,0,0,0,0,0
2016-06-01,2016,6,2,여름,0,0,호남선,861.0,80.0,20.0,0,공실있음,98.0,2.0,0,1,0,0,0,0,0,0
2016-06-01,2016,6,2,여름,0,0,경전선,399.0,111.0,-11.0,1,초과수요,98.0,2.0,0,1,0,0,0,0,0,0
2016-06-01,2016,6,2,여름,0,0,전라선,302.0,92.0,8.0,0,여유없음,98.0,2.0,0,1,0,0,0,0,0,0
2016-06-01,2016,6,2,여름,0,0,동해선,287.0,89.0,11.0,0,공실있음,98.0,2.0,0,1,0,0,0,0,0,0
2016-07-01,2016,7,3,여름,0,0,경부선,3514.0,102.0,-2.0,1,초과수요,96.0,4.0,0,0,0,0,0,0,0,0
2016-07-01,2016,7,3,여름,0,0,호남선,874.0,79.0,21.0,0,공실있음,96.0,4.0,0,0,0,0,0,0,0,0
2016-07-01,2016,7,3,여름,0,0,경전선,408.0,107.0,-7.0,1,초과수요,96.0,4.0,0,0,0,0,0,0,0,0
2016-07-01,2016,7,3,여름,0,0,전라선,318.0,93.0,7.0,0,여유없음,96.0,4.0,0,0,0,0,0,0,0,0
2016-07-01,2016,7,3,여름,0,0,동해선,303.0,91.0,9.0,0,여유없음,96.0,4.0,0,0,0,0,0,0,0,0
2016-08-01,2016,8,3,여름,0,0,경부선,3498.0,103.0,-3.0,1,초과수요,98.0,2.0,0,1,0,0,0,1,0,0
2016-08-01,2016,8,3,여름,0,0,호남선,882.0,81.0,19.0,0,공실있음,98.0,2.0,0,1,0,0,0,1,0,0
2016-08-01,2016,8,3,여름,0,0,경전선,397.0,109.0,-9.0,1,초과수요,98.0,2.0,0,1,0,0,0,1,0,0
2016-08-01,2016,8,3,여름,0,0,전라선,333.0,99.0,1.0,0,여유없음,98.0,2.0,0,1,0,0,0,1,0,0
2016-08-01,2016,8,3,여름,0,0,동해선,314.0,95.0,5.0,0,여유없음,98.0,2.0,0,1,0,0,0,1,0,0
2016-09-01,2016,9,3,가을,0,0,경부선,3400.0,101.0,-1.0,1,초과수요,97.0,3.0,0,3,0,1,1,0,0,1
2016-09-01,2016,9,3,가을,0,0,호남선,944.0,85.0,15.0,0,공실있음,97.0,3.0,0,3,0,1,1,0,0,1
2016-09-01,2016,9,3,가을,0,0,경전선,419.0,108.0,-8.0,1,초과수요,97.0,3.0,0,3,0,1,1,0,0,1
2016-09-01,2016,9,3,가을,0,0,전라선,324.0,95.0,5.0,0,여유없음,97.0,3.0,0,3,0,1,1,0,0,1
2016-09-01,2016,9,3,가을,0,0,동해선,312.0,92.0,8.0,0,여유없음,97.0,3.0,0,3,0,1,1,0,0,1
2016-10-01,2016,10,4,가을,0,0,경부선,3770.0,111.0,-11.0,1,초과수요,106.0,-6.0,0,2,0,0,0,0,1,0
2016-10-01,2016,10,4,가을,0,0,호남선,1011.0,91.0,9.0,0,여유없음,106.0,-6.0,0,2,0,0,0,0,1,0
2016-10-01,2016,10,4,가을,0,0,경전선,444.0,119.0,-19.0,1,초과수요,106.0,-6.0,0,2,0,0,0,0,1,0
2016-10-01,2016,10,4,가을,0,0,전라선,360.0,105.0,-5.0,1,초과수요,106.0,-6.0,0,2,0,0,0,0,1,0
2016-10-01,2016,10,4,가을,0,0,동해선,326.0,97.0,3.0,0,여유없음,106.0,-6.0,0,2,0,0,0,0,1,0
2016-11-01,2016,11,4,가을,0,0,경부선,3615.0,114.0,-14.0,1,초과수요,109.0,-9.0,0,0,0,0,0,0,0,0
2016-11-01,2016,11,4,가을,0,0,호남선,979.0,94.0,6.0,0,여유없음,109.0,-9.0,0,0,0,0,0,0,0,0
2016-11-01,2016,11,4,가을,0,0,경전선,418.0,124.0,-24.0,1,초과수요,109.0,-9.0,0,0,0,0,0,0,0,0
2016-11-01,2016,11,4,가을,0,0,전라선,329.0,104.0,-4.0,1,초과수요,109.0,-9.0,0,0,0,0,0,0,0,0
2016-11-01,2016,11,4,가을,0,0,동해선,315.0,100.0,0.0,0,여유없음,109.0,-9.0,0,0,0,0,0,0,0,0
2016-12-01,2016,12,4,겨울,0,1,경부선,2965.0,103.0,-3.0,1,초과수요,96.0,4.0,0,1,0,0,0,1,0,0
2016-12-01,2016,12,4,겨울,0,1,호남선,759.0,71.0,29.0,0,공실있음,96.0,4.0,0,1,0,0,0,1,0,0
2016-12-01,2016,12,4,겨울,0,1,경전선,482.0,102.0,-2.0,1,초과수요,96.0,4.0,0,1,0,0,0,1,0,0
2016-12-01,2016,12,4,겨울,0,1,전라선,427.0,98.0,2.0,0,여유없음,96.0,4.0,0,1,0,0,0,1,0,0
2016-12-01,2016,12,4,겨울,0,1,동해선,432.0,116.0,-16.0,1,초과수요,96.0,4.0,0,1,0,0,0,1,0,0
2017-01-01,2017,1,1,겨울,0,1,경부선,2746.0,92.0,8.0,0,여유없음,89.0,11.0,0,5,1,0,1,0,0,0
2017-01-01,2017,1,1,겨울,0,1,호남선,772.0,69.0,31.0,0,공실있음,89.0,11.0,0,5,1,0,1,0,0,0
2017-01-01,2017,1,1,겨울,0,1,경전선,496.0,94.0,6.0,0,여유없음,89.0,11.0,0,5,1,0,1,0,0,0
2017-01-01,2017,1,1,겨울,0,1,전라선,451.0,84.0,16.0,0,공실있음,89.0,11.0,0,5,1,0,1,0,0,0
2017-01-01,2017,1,1,겨울,0,1,동해선,515.0,123.0,-23.0,1,초과수요,89.0,11.0,0,5,1,0,1,0,0,0
2017-02-01,2017,2,1,겨울,0,1,경부선,2483.0,95.0,5.0,0,여유없음,91.0,9.0,0,0,0,0,0,0,0,0
2017-02-01,2017,2,1,겨울,0,1,호남선,676.0,68.0,32.0,0,공실있음,91.0,9.0,0,0,0,0,0,0,0,0
2017-02-01,2017,2,1,겨울,0,1,경전선,441.0,96.0,4.0,0,여유없음,91.0,9.0,0,0,0,0,0,0,0,0
