Unnamed: 0,yearmonth,연도,월,분기,계절,코로나기간,SRT개통후,노선,여객수_천명,KTX이용률,공실률,초과수요,공실상태,KTX전체이용률,KTX전체공실률,개통전,공실률_lag1,공실률_lag12,공실률_ma3,공휴일수,명절연휴포함,황금연휴포함,명절전달,명절후달
786,2022-03-01,2022,3,1,봄,1,1,경전선,414.0,71.0,29.0,0,공실있음,60.0,40.0,0,29.0,27.0,21.33333333333333,2,0,0,0,1
791,2022-04-01,2022,4,2,봄,1,1,경전선,535.0,94.0,6.0,0,여유없음,81.0,19.0,0,29.0,23.0,26.33333333333333,0,0,0,0,0
796,2022-05-01,2022,5,2,봄,1,1,경전선,655.0,112.0,-12.0,1,초과수요,98.0,2.0,0,6.0,19.0,21.33333333333333,2,0,0,0,0
801,2022-06-01,2022,6,2,여름,1,1,경전선,612.0,109.0,-9.0,1,초과수요,96.0,4.0,0,-12.0,18.0,7.666666666666667,2,0,0,0,0
806,2022-07-01,2022,7,3,여름,0,1,경전선,626.0,106.0,-6.0,1,초과수요,93.0,7.0,0,-9.0,32.0,-5.0,0,0,0,0,0
811,2022-08-01,2022,8,3,여름,0,1,경전선,606.0,103.0,-3.0,1,초과수요,93.0,7.0,0,-6.0,35.0,-9.0,1,0,0,1,0
816,2022-09-01,2022,9,3,가을,0,1,경전선,641.0,112.0,-12.0,1,초과수요,97.0,3.0,0,-3.0,29.0,-6.0,4,1,0,0,0
821,2022-10-01,2022,10,4,가을,0,1,경전선,713.0,120.0,-20.0,1,초과수요,106.0,-6.0,0,-12.0,14.0,-7.0,3,0,0,0,1
826,2022-11-01,2022,11,4,가을,0,1,경전선,658.0,116.0,-16.0,1,초과수요,104.0,-4.0,0,-20.0,3.0,-11.666666666666666,0,0,0,0,0
831,2022-12-01,2022,12,4,겨울,0,1,경전선,680.0,114.0,-14.0,1,초과수요,102.0,-2.0,0,-16.0,14.0,-16.0,1,0,0,1,0
836,2023-01-01,2023,1,1,겨울,0,1,경전선,655.0,109.0,-9.0,1,초과수요,97.0,3.0,0,-14.0,21.0,-16.666666666666668,5,1,0,0,0
841,2023-02-01,2023,2,1,겨울,0,1,경전선,626.0,117.0,-17.0,1,초과수요,106.0,-6.0,0,-9.0,29.0,-13.0,0,0,0,0,0
846,2023-03-01,2023,3,1,봄,0,1,경전선,673.0,114.0,-14.0,1,초과수요,98.0,2.0,0,-17.0,29.0,-13.333333333333334,1,0,0,0,0
851,2023-04-01,2023,4,2,봄,0,1,경전선,689.0,119.0,-19.0,1,초과수요,105.0,-5.0,0,-14.0,6.0,-13.333333333333334,0,0,0,0,0
856,2023-05-01,2023,5,2,봄,0,1,경전선,716.0,122.0,-22.0,1,초과수요,109.0,-9.0,0,-19.0,-12.0,-16.666666666666668,3,0,0,0,0
861,2023-06-01,2023,6,2,여름,0,1,경전선,668.0,116.0,-16.0,1,초과수요,104.0,-4.0,0,-22.0,-9.0,-18.33333333333333,1,0,0,0,0
866,2023-07-01,2023,7,3,여름,0,1,경전선,651.0,112.0,-12.0,1,초과수요,101.0,-1.0,0,-16.0,-6.0,-19.0,0,0,0,0,0
871,2023-08-01,2023,8,3,여름,0,1,경전선,669.0,116.0,-16.0,1,초과수요,104.0,-4.0,0,-12.0,-3.0,-16.666666666666668,1,0,0,1,0
876,2023-09-01,2023,9,3,가을,0,1,경전선,648.0,118.0,-18.0,1,초과수요,105.0,-5.0,0,-16.0,-12.0,-14.666666666666666,3,1,1,0,0
881,2023-10-01,2023,10,4,가을,0,1,경전선,717.0,121.0,-21.0,1,초과수요,109.0,-9.0,0,-18.0,-20.0,-15.333333333333334,3,0,0,0,1
886,2023-11-01,2023,11,4,가을,0,1,경전선,688.0,122.0,-22.0,1,초과수요,110.0,-10.0,0,-21.0,-16.0,-18.33333333333333,0,0,0,0,0
891,2023-12-01,2023,12,4,겨울,0,1,경전선,714.0,121.0,-21.0,1,초과수요,108.0,-8.0,0,-22.0,-14.0,-20.33333333333333,1,0,0,0,0
896,2024-01-01,2024,1,1,겨울,0,1,경전선,645.0,111.0,-11.0,1,초과수요,99.0,1.0,0,-21.0,-9.0,-21.33333333333333,1,0,0,1,0
901,2024-02-01,2024,2,1,겨울,0,1,경전선,679.0,123.0,-23.0,1,초과수요,109.0,-9.0,0,-11.0,-17.0,-18.0,4,1,0,0,0
906,2024-03-01,2024,3,1,봄,0,1,경전선,702.0,119.0,-19.0,1,초과수요,102.0,-2.0,0,-23.0,-14.0,-18.33333333333333,1,0,0,0,1
911,2024-04-01,2024,4,2,봄,0,1,경전선,693.0,123.0,-23.0,1,초과수요,108.0,-8.0,0,-19.0,-19.0,-17.666666666666668,1,0,0,0,0
916,2024-05-01,2024,5,2,봄,0,1,경전선,747.0,128.0,-28.0,1,초과수요,112.0,-12.0,0,-23.0,-22.0,-21.666666666666668,3,0,0,0,0
921,2024-06-01,2024,6,2,여름,0,1,경전선,704.0,123.0,-23.0,1,초과수요,107.0,-7.0,0,-28.0,-16.0,-23.33333333333333,1,0,0,0,0
926,2024-07-01,2024,7,3,여름,0,1,경전선,691.0,119.0,-19.0,1,초과수요,102.0,-2.0,0,-23.0,-12.0,-24.666666666666668,0,0,0,0,0
931,2024-08-01,2024,8,3,여름,0,1,경전선,715.0,122.0,-22.0,1,초과수요,106.0,-6.0,0,-19.0,-16.0,-23.33333333333333,1,0,0,1,0
936,2024-09-01,2024,9,3,가을,0,1,경전선,707.0,123.0,-23.0,1,초과수요,1106.0,-1006.0,0,-22.0,-18.0,-21.33333333333333,3,1,1,0,0
941,2024-10-01,2024,10,4,가을,0,1,경전선,735.0,126.0,-26.0,1,초과수요,110.0,-10.0,0,-23.0,-21.0,-21.33333333333333,3,0,0,0,1
946,2024-11-01,2024,11,4,가을,0,1,경전선,756.0,133.0,-33.0,1,초과수요,116.0,-16.0,0,-26.0,-22.0,-23.666666666666668,0,0,0,0,0
951,2024-12-01,2024,12,4,겨울,0,1,경전선,682.0,128.0,-28.0,1,초과수요,112.0,-12.0,0,-33.0,-21.0,-27.33333333333333,1,0,0,0,0
433,2016-04-01,2016,4,2,봄,0,0,동해선,299.0,92.0,8.0,0,여유없음,100.0,0.0,0,17.0,-1.0,11.333333333333334,1,0,0,0,0
438,2016-05-01,2016,5,2,봄,0,0,동해선,327.0,96.0,4.0,0,여유없음,102.0,-2.0,0,8.0,-8.0,10.333333333333334,3,0,0,0,0
443,2016-06-01,2016,6,2,여름,0,0,동해선,287.0,89.0,11.0,0,공실있음,98.0,2.0,0,4.0,24.0,9.666666666666666,1,0,0,0,0
448,2016-07-01,2016,7,3,여름,0,0,동해선,303.0,91.0,9.0,0,여유없음,96.0,4.0,0,11.0,3.0,7.666666666666667,0,0,0,0,0
453,2016-08-01,2016,8,3,여름,0,0,동해선,314.0,95.0,5.0,0,여유없음,98.0,2.0,0,9.0,8.0,8.0,1,0,0,1,0
458,2016-09-01,2016,9,3,가을,0,0,동해선,312.0,92.0,8.0,0,여유없음,97.0,3.0,0,5.0,10.0,8.333333333333334,3,1,1,0,0
463,2016-10-01,2016,10,4,가을,0,0,동해선,326.0,97.0,3.0,0,여유없음,106.0,-6.0,0,8.0,6.0,7.333333333333333,2,0,0,0,1
468,2016-11-01,2016,11,4,가을,0,0,동해선,315.0,100.0,0.0,0,여유없음,109.0,-9.0,0,3.0,4.0,5.333333333333333,0,0,0,0,0
473,2016-12-01,2016,12,4,겨울,0,1,동해선,432.0,116.0,-16.0,1,초과수요,96.0,4.0,0,0.0,7.0,3.6666666666666665,1,0,0,1,0
478,2017-01-01,2017,1,1,겨울,0,1,동해선,515.0,123.0,-23.0,1,초과수요,89.0,11.0,0,-16.0,11.0,-4.333333333333333,5,1,0,0,0
483,2017-02-01,2017,2,1,겨울,0,1,동해선,488.0,129.0,-29.0,1,초과수요,91.0,9.0,0,-23.0,6.0,-13.0,0,0,0,0,0
488,2017-03-01,2017,3,1,봄,0,1,동해선,537.0,129.0,-29.0,1,초과수요,83.0,17.0,0,-29.0,17.0,-22.666666666666668,1,0,0,0,0
493,2017-04-01,2017,4,2,봄,0,1,동해선,558.0,124.0,-24.0,1,초과수요,91.0,9.0,0,-29.0,8.0,-27.0,0,0,0,0,0
498,2017-05-01,2017,5,2,봄,0,1,동해선,580.0,124.0,-24.0,1,초과수요,92.0,8.0,0,-24.0,4.0,-27.33333333333333,3,0,0,0,0
503,2017-06-01,2017,6,2,여름,0,1,동해선,547.0,121.0,-21.0,1,초과수요,86.0,14.0,0,-24.0,11.0,-25.666666666666668,1,0,0,0,0
508,2017-07-01,2017,7,3,여름,0,1,동해선,530.0,113.0,-13.0,1,초과수요,83.0,17.0,0,-21.0,9.0,-23.0,0,0,0,0,0
513,2017-08-01,2017,8,3,여름,0,1,동해선,550.0,118.0,-18.0,1,초과수요,88.0,12.0,0,-13.0,5.0,-19.33333333333333,1,0,0,0,0
518,2017-09-01,2017,9,3,가을,0,1,동해선,573.0,126.0,-26.0,1,초과수요,88.0,12.0,0,-18.0,8.0,-17.333333333333332,0,0,0,0,0
523,2017-10-01,2017,10,4,가을,0,1,동해선,570.0,120.0,-20.0,1,초과수요,91.0,9.0,0,-26.0,3.0,-19.0,7,1,0,0,0
528,2017-11-01,2017,11,4,가을,0,1,동해선,604.0,132.0,-32.0,1,초과수요,94.0,6.0,0,-20.0,0.0,-21.33333333333333,0,0,0,0,0
533,2017-12-01,2017,12,4,겨울,0,1,동해선,615.0,134.0,-34.0,1,초과수요,94.0,6.0,0,-32.0,-16.0,-26.0,1,0,0,0,0
538,2018-01-01,2018,1,1,겨울,0,1,동해선,562.0,131.0,-31.0,1,초과수요,86.0,14.0,0,-34.0,-23.0,-28.666666666666668,1,0,0,1,0
543,2018-02-01,2018,2,1,겨울,0,1,동해선,522.0,134.0,-34.0,1,초과수요,86.0,14.0,0,-31.0,-29.0,-32.333333333333336,3,1,0,0,0
548,2018-03-01,2018,3,1,봄,0,1,동해선,588.0,141.0,-41.0,1,초과수요,83.0,17.0,0,-34.0,-29.0,-33.0,1,0,0,0,1
553,2018-04-01,2018,4,2,봄,0,1,동해선,573.0,149.0,-49.0,1,초과수요,91.0,9.0,0,-41.0,-24.0,-35.333333333333336,0,0,0,0,0
558,2018-05-01,2018,5,2,봄,0,1,동해선,611.0,155.0,-55.0,1,초과수요,94.0,6.0,0,-49.0,-24.0,-41.333333333333336,3,0,0,0,0
563,2018-06-01,2018,6,2,여름,0,1,동해선,554.0,145.0,-45.0,1,초과수요,91.0,9.0,0,-55.0,-21.0,-48.333333333333336,2,0,0,0,0
568,2018-07-01,2018,7,3,여름,0,1,동해선,553.0,140.0,-40.0,1,초과수요,87.0,13.0,0,-45.0,-13.0,-49.66666666666666,0,0,0,0,0
573,2018-08-01,2018,8,3,여름,0,1,동해선,560.0,142.0,-42.0,1,초과수요,89.0,11.0,0,-40.0,-18.0,-46.66666666666666,1,0,0,1,0
578,2018-09-01,2018,9,3,가을,0,1,동해선,572.0,137.0,-37.0,1,초과수요,91.0,9.0,0,-42.0,-26.0,-42.333333333333336,4,1,1,0,0
583,2018-10-01,2018,10,4,가을,0,1,동해선,617.0,143.0,-43.0,1,초과수요,93.0,7.0,0,-37.0,-20.0,-39.66666666666666,2,0,0,0,1
588,2018-11-01,2018,11,4,가을,0,1,동해선,647.0,155.0,-55.0,1,초과수요,98.0,2.0,0,-43.0,-32.0,-40.66666666666666,0,0,0,0,0
593,2018-12-01,2018,12,4,겨울,0,1,동해선,613.0,142.0,-42.0,1,초과수요,92.0,8.0,0,-55.0,-34.0,-45.0,1,0,0,0,0
598,2019-01-01,2019,1,1,겨울,0,1,동해선,416.0,95.0,5.0,0,여유없음,86.0,14.0,0,-42.0,-31.0,-46.66666666666666,1,0,0,1,0
603,2019-02-01,2019,2,1,겨울,0,1,동해선,423.0,107.0,-7.0,1,초과수요,96.0,4.0,0,5.0,-34.0,-30.666666666666668,3,1,1,0,0
608,2019-03-01,2019,3,1,봄,0,1,동해선,425.0,97.0,3.0,0,여유없음,90.0,10.0,0,-7.0,-41.0,-14.666666666666666,1,0,0,0,1
613,2019-04-01,2019,4,2,봄,0,1,동해선,429.0,102.0,-2.0,1,초과수요,95.0,5.0,0,3.0,-49.0,0.3333333333333333,0,0,0,0,0
618,2019-05-01,2019,5,2,봄,0,1,동해선,465.0,107.0,-7.0,1,초과수요,98.0,2.0,0,-2.0,-55.0,-2.0,3,0,0,0,0
623,2019-06-01,2019,6,2,여름,0,1,동해선,450.0,106.0,-6.0,1,초과수요,94.0,6.0,0,-7.0,-45.0,-2.0,1,0,0,0,0
628,2019-07-01,2019,7,3,여름,0,1,동해선,453.0,116.0,-16.0,1,초과수요,93.0,7.0,0,-6.0,-40.0,-5.0,0,0,0,0,0
633,2019-08-01,2019,8,3,여름,0,1,동해선,495.0,114.0,-14.0,1,초과수요,96.0,4.0,0,-16.0,-42.0,-9.666666666666666,1,0,0,1,0
638,2019-09-01,2019,9,3,가을,0,1,동해선,470.0,109.0,-9.0,1,초과수요,95.0,5.0,0,-14.0,-37.0,-12.0,3,1,0,0,0
643,2019-10-01,2019,10,4,가을,0,1,동해선,497.0,110.0,-10.0,1,초과수요,98.0,2.0,0,-9.0,-43.0,-13.0,2,0,0,0,1
648,2019-11-01,2019,11,4,가을,0,1,동해선,512.0,121.0,-21.0,1,초과수요,107.0,-7.0,0,-10.0,-55.0,-11.0,0,0,0,0,0
653,2019-12-01,2019,12,4,겨울,0,1,동해선,531.0,118.0,-18.0,1,초과수요,101.0,-1.0,0,-21.0,-42.0,-13.333333333333334,1,0,0,1,0
658,2020-01-01,2020,1,1,겨울,1,1,동해선,494.0,111.0,-11.0,1,초과수요,96.0,4.0,0,-18.0,5.0,-16.333333333333332,5,1,0,0,0
663,2020-02-01,2020,2,1,겨울,1,1,동해선,262.0,64.0,36.0,0,공실있음,58.0,42.0,0,-11.0,-7.0,-16.666666666666668,0,0,0,0,0
668,2020-03-01,2020,3,1,봄,1,1,동해선,124.0,29.0,71.0,0,공실있음,29.0,71.0,0,36.0,3.0,2.333333333333333,1,0,0,0,0
673,2020-04-01,2020,4,2,봄,1,1,동해선,196.0,47.0,53.0,0,공실있음,43.0,57.0,0,71.0,-2.0,32.0,2,0,0,0,0
678,2020-05-01,2020,5,2,봄,1,1,동해선,297.0,69.0,31.0,0,공실있음,61.0,39.0,0,53.0,-7.0,53.333333333333336,1,0,0,0,0
683,2020-06-01,2020,6,2,여름,1,1,동해선,309.0,73.0,27.0,0,공실있음,63.0,37.0,0,31.0,-6.0,51.66666666666666,1,0,0,0,0
688,2020-07-01,2020,7,3,여름,1,1,동해선,353.0,81.0,19.0,0,공실있음,67.0,33.0,0,27.0,-16.0,37.0,0,0,0,0,0
693,2020-08-01,2020,8,3,여름,1,1,동해선,334.0,76.0,24.0,0,공실있음,63.0,37.0,0,19.0,-14.0,25.666666666666668,2,0,0,1,0
698,2020-09-01,2020,9,3,가을,1,1,동해선,238.0,56.0,44.0,0,공실있음,46.0,54.0,0,24.0,-9.0,23.33333333333333,1,1,1,1,0
703,2020-10-01,2020,10,4,가을,1,1,동해선,323.0,73.0,27.0,0,공실있음,63.0,37.0,0,44.0,-10.0,29.0,4,1,0,0,1
708,2020-11-01,2020,11,4,가을,1,1,동해선,345.0,81.0,19.0,0,공실있음,69.0,31.0,0,27.0,-21.0,31.666666666666668,0,0,0,0,0
713,2020-12-01,2020,12,4,겨울,1,1,동해선,233.0,53.0,47.0,0,공실있음,44.0,56.0,0,19.0,-18.0,30.0,1,0,0,0,0
718,2021-01-01,2021,1,1,겨울,1,1,동해선,238.0,54.0,46.0,0,공실있음,45.0,55.0,0,47.0,-11.0,31.0,1,0,0,1,0
723,2021-02-01,2021,2,1,겨울,1,1,동해선,272.0,69.0,31.0,0,공실있음,56.0,44.0,0,46.0,36.0,37.333333333333336,3,1,0,0,0
728,2021-03-01,2021,3,1,봄,1,1,동해선,322.0,73.0,27.0,0,공실있음,62.0,38.0,0,31.0,71.0,41.333333333333336,1,0,0,0,1
733,2021-04-01,2021,4,2,봄,1,1,동해선,335.0,79.0,21.0,0,공실있음,65.0,35.0,0,27.0,53.0,34.666666666666664,0,0,0,0,0
738,2021-05-01,2021,5,2,봄,1,1,동해선,375.0,85.0,15.0,0,공실있음,70.0,30.0,0,21.0,31.0,26.33333333333333,2,0,0,0,0
743,2021-06-01,2021,6,2,여름,1,1,동해선,357.0,84.0,16.0,0,공실있음,71.0,29.0,0,15.0,27.0,21.0,1,0,0,0,0
748,2021-07-01,2021,7,3,여름,1,1,동해선,329.0,73.0,27.0,0,공실있음,59.0,41.0,0,16.0,19.0,17.333333333333332,0,0,0,0,0
753,2021-08-01,2021,8,3,여름,1,1,동해선,333.0,68.0,32.0,0,공실있음,57.0,43.0,0,27.0,24.0,19.33333333333333,2,0,0,1,0
758,2021-09-01,2021,9,3,가을,1,1,동해선,335.0,70.0,30.0,0,공실있음,60.0,40.0,0,32.0,44.0,25.0,3,1,1,0,0
763,2021-10-01,2021,10,4,가을,1,1,동해선,416.0,85.0,15.0,0,공실있음,74.0,26.0,0,30.0,27.0,29.666666666666668,4,0,0,0,1
768,2021-11-01,2021,11,4,가을,1,1,동해선,457.0,96.0,4.0,0,여유없음,85.0,15.0,0,15.0,19.0,25.666666666666668,0,0,0,0,0
773,2021-12-01,2021,12,4,겨울,1,1,동해선,418.0,85.0,15.0,0,공실있음,74.0,26.0,0,4.0,47.0,16.333333333333332,1,0,0,1,0
778,2022-01-01,2022,1,1,겨울,1,1,동해선,370.0,79.0,21.0,0,공실있음,67.0,33.0,0,15.0,46.0,11.333333333333334,2,1,1,1,0
783,2022-02-01,2022,2,1,겨울,1,1,동해선,318.0,72.0,28.0,0,공실있음,62.0,38.0,0,21.0,31.0,13.333333333333334,2,1,0,0,1
788,2022-03-01,2022,3,1,봄,1,1,동해선,333.0,68.0,32.0,0,공실있음,60.0,40.0,0,28.0,27.0,21.33333333333333,2,0,0,0,1
793,2022-04-01,2022,4,2,봄,1,1,동해선,427.0,90.0,10.0,0,공실있음,81.0,19.0,0,32.0,21.0,27.0,0,0,0,0,0
798,2022-05-01,2022,5,2,봄,1,1,동해선,542.0,110.0,-10.0,1,초과수요,98.0,2.0,0,10.0,15.0,23.33333333333333,2,0,0,0,0
803,2022-06-01,2022,6,2,여름,1,1,동해선,520.0,109.0,-9.0,1,초과수요,96.0,4.0,0,-10.0,16.0,10.666666666666666,2,0,0,0,0
808,2022-07-01,2022,7,3,여름,0,1,동해선,528.0,107.0,-7.0,1,초과수요,93.0,7.0,0,-9.0,27.0,-3.0,0,0,0,0,0
813,2022-08-01,2022,8,3,여름,0,1,동해선,527.0,106.0,-6.0,1,초과수요,93.0,7.0,0,-7.0,32.0,-8.666666666666666,1,0,0,1,0
818,2022-09-01,2022,9,3,가을,0,1,동해선,520.0,110.0,-10.0,1,초과수요,97.0,3.0,0,-6.0,30.0,-7.333333333333333,4,1,0,0,0
823,2022-10-01,2022,10,4,가을,0,1,동해선,586.0,118.0,-18.0,1,초과수요,106.0,-6.0,0,-10.0,15.0,-7.666666666666667,3,0,0,0,1
828,2022-11-01,2022,11,4,가을,0,1,동해선,546.0,115.0,-15.0,1,초과수요,104.0,-4.0,0,-18.0,4.0,-11.333333333333334,0,0,0,0,0
833,2022-12-01,2022,12,4,겨울,0,1,동해선,566.0,114.0,-14.0,1,초과수요,102.0,-2.0,0,-15.0,15.0,-14.333333333333334,1,0,0,1,0
838,2023-01-01,2023,1,1,겨울,0,1,동해선,542.0,109.0,-9.0,1,초과수요,97.0,3.0,0,-14.0,21.0,-15.666666666666666,5,1,0,0,0
843,2023-02-01,2023,2,1,겨울,0,1,동해선,536.0,120.0,-20.0,1,초과수요,106.0,-6.0,0,-9.0,28.0,-12.666666666666666,0,0,0,0,0
848,2023-03-01,2023,3,1,봄,0,1,동해선,543.0,109.0,-9.0,1,초과수요,98.0,2.0,0,-20.0,32.0,-14.333333333333334,1,0,0,0,0
853,2023-04-01,2023,4,2,봄,0,1,동해선,566.0,118.0,-18.0,1,초과수요,105.0,-5.0,0,-9.0,10.0,-12.666666666666666,0,0,0,0,0
858,2023-05-01,2023,5,2,봄,0,1,동해선,609.0,123.0,-23.0,1,초과수요,109.0,-9.0,0,-18.0,-10.0,-15.666666666666666,3,0,0,0,0
863,2023-06-01,2023,6,2,여름,0,1,동해선,568.0,118.0,-18.0,1,초과수요,104.0,-4.0,0,-23.0,-9.0,-16.666666666666668,1,0,0,0,0
868,2023-07-01,2023,7,3,여름,0,1,동해선,570.0,115.0,-15.0,1,초과수요,101.0,-1.0,0,-18.0,-7.0,-19.666666666666668,0,0,0,0,0
873,2023-08-01,2023,8,3,여름,0,1,동해선,582.0,119.0,-19.0,1,초과수요,104.0,-4.0,0,-15.0,-6.0,-18.666666666666668,1,0,0,1,0
878,2023-09-01,2023,9,3,가을,0,1,동해선,550.0,121.0,-21.0,1,초과수요,105.0,-5.0,0,-19.0,-10.0,-17.333333333333332,3,1,1,0,0
883,2023-10-01,2023,10,4,가을,0,1,동해선,605.0,123.0,-23.0,1,초과수요,109.0,-9.0,0,-21.0,-18.0,-18.33333333333333,3,0,0,0,1
888,2023-11-01,2023,11,4,가을,0,1,동해선,587.0,124.0,-24.0,1,초과수요,110.0,-10.0,0,-23.0,-15.0,-21.0,0,0,0,0,0
893,2023-12-01,2023,12,4,겨울,0,1,동해선,612.0,125.0,-25.0,1,초과수요,108.0,-8.0,0,-24.0,-14.0,-22.666666666666668,1,0,0,0,0
898,2024-01-01,2024,1,1,겨울,0,1,동해선,559.0,114.0,-14.0,1,초과수요,99.0,1.0,0,-25.0,-9.0,-24.0,1,0,0,1,0
903,2024-02-01,2024,2,1,겨울,0,1,동해선,583.0,127.0,-27.0,1,초과수요,109.0,-9.0,0,-14.0,-20.0,-21.0,4,1,0,0,0
908,2024-03-01,2024,3,1,봄,0,1,동해선,578.0,118.0,-18.0,1,초과수요,102.0,-2.0,0,-27.0,-9.0,-22.0,1,0,0,0,1
913,2024-04-01,2024,4,2,봄,0,1,동해선,585.0,124.0,-24.0,1,초과수요,108.0,-8.0,0,-18.0,-18.0,-19.666666666666668,1,0,0,0,0
918,2024-05-01,2024,5,2,봄,0,1,동해선,632.0,129.0,-29.0,1,초과수요,112.0,-12.0,0,-24.0,-23.0,-23.0,3,0,0,0,0
923,2024-06-01,2024,6,2,여름,0,1,동해선,592.0,125.0,-25.0,1,초과수요,107.0,-7.0,0,-29.0,-18.0,-23.666666666666668,1,0,0,0,0
928,2024-07-01,2024,7,3,여름,0,1,동해선,590.0,121.0,-21.0,1,초과수요,102.0,-2.0,0,-25.0,-15.0,-26.0,0,0,0,0,0
933,2024-08-01,2024,8,3,여름,0,1,동해선,608.0,124.0,-24.0,1,초과수요,106.0,-6.0,0,-21.0,-19.0,-25.0,1,0,0,1,0
938,2024-09-01,2024,9,3,가을,0,1,동해선,579.0,125.0,-25.0,1,초과수요,1106.0,-1006.0,0,-24.0,-21.0,-23.33333333333333,3,1,1,0,0
943,2024-10-01,2024,10,4,가을,0,1,동해선,607.0,128.0,-28.0,1,초과수요,110.0,-10.0,0,-25.0,-23.0,-23.33333333333333,3,0,0,0,1
948,2024-11-01,2024,11,4,가을,0,1,동해선,619.0,134.0,-34.0,1,초과수요,116.0,-16.0,0,-28.0,-24.0,-25.666666666666668,0,0,0,0,0
953,2024-12-01,2024,12,4,겨울,0,1,동해선,586.0,131.0,-31.0,1,초과수요,112.0,-12.0,0,-34.0,-25.0,-29.0,1,0,0,0,0
252,2012-10-01,2012,10,4,가을,0,0,전라선,129.0,107.0,-7.0,1,초과수요,98.0,2.0,0,1.0,0.0,1.0,2,1,0,0,1
256,2012-11-01,2012,11,4,가을,0,0,전라선,122.0,95.0,5.0,0,여유없음,96.0,4.0,0,-7.0,-1.0,-3.0,0,0,0,0,0
260,2012-12-01,2012,12,4,겨울,0,0,전라선,135.0,102.0,-2.0,1,초과수요,96.0,4.0,0,5.0,1.0,-0.3333333333333333,2,0,0,0,0
264,2013-01-01,2013,1,1,겨울,0,0,전라선,129.0,94.0,6.0,0,여유없음,88.0,12.0,0,-2.0,-1.0,-1.3333333333333333,1,0,0,1,0
268,2013-02-01,2013,2,1,겨울,0,0,전라선,130.0,100.0,0.0,0,여유없음,94.0,6.0,0,6.0,-1.0,3.0,3,1,0,0,0
272,2013-03-01,2013,3,1,봄,0,0,전라선,122.0,91.0,9.0,0,여유없음,87.0,13.0,0,0.0,3.0,1.3333333333333333,1,0,0,0,1
276,2013-04-01,2013,4,2,봄,0,0,전라선,140.0,91.0,9.0,0,여유없음,91.0,9.0,0,9.0,-6.0,5.0,0,0,0,0,0
280,2013-05-01,2013,5,2,봄,0,0,전라선,188.0,93.0,7.0,0,여유없음,95.0,5.0,0,9.0,3.0,6.0,2,0,0,0,0
284,2013-06-01,2013,6,2,여름,0,0,전라선,170.0,87.0,13.0,0,공실있음,89.0,11.0,0,7.0,5.0,8.333333333333334,1,0,0,0,0
288,2013-07-01,2013,7,3,여름,0,0,전라선,165.0,82.0,18.0,0,공실있음,87.0,13.0,0,13.0,5.0,9.666666666666666,0,0,0,0,0
292,2013-08-01,2013,8,3,여름,0,0,전라선,189.0,93.0,7.0,0,여유없음,90.0,10.0,0,18.0,-3.0,12.666666666666666,1,0,0,1,0
296,2013-09-01,2013,9,3,가을,0,0,전라선,183.0,93.0,7.0,0,여유없음,93.0,7.0,0,7.0,1.0,12.666666666666666,3,1,1,0,0
300,2013-10-01,2013,10,4,가을,0,0,전라선,190.0,94.0,6.0,0,여유없음,95.0,5.0,0,7.0,-7.0,10.666666666666666,2,0,0,0,1
304,2013-11-01,2013,11,4,가을,0,0,전라선,180.0,92.0,8.0,0,여유없음,98.0,2.0,0,6.0,5.0,6.666666666666667,0,0,0,0,0
308,2013-12-01,2013,12,4,겨울,0,0,전라선,168.0,83.0,17.0,0,공실있음,91.0,9.0,0,8.0,-2.0,7.0,1,0,0,1,0
312,2014-01-01,2014,1,1,겨울,0,0,전라선,171.0,98.0,2.0,0,여유없음,96.0,4.0,0,17.0,6.0,10.333333333333334,3,1,0,1,0
316,2014-02-01,2014,2,1,겨울,0,0,전라선,162.0,89.0,11.0,0,공실있음,94.0,6.0,0,2.0,0.0,9.0,1,1,0,0,1
320,2014-03-01,2014,3,1,봄,0,0,전라선,166.0,82.0,18.0,0,공실있음,88.0,12.0,0,11.0,9.0,10.0,1,0,0,0,1
324,2014-04-01,2014,4,2,봄,0,0,전라선,169.0,87.0,13.0,0,공실있음,94.0,6.0,0,18.0,9.0,10.333333333333334,0,0,0,0,0
328,2014-05-01,2014,5,2,봄,0,0,전라선,186.0,92.0,8.0,0,여유없음,97.0,3.0,0,13.0,7.0,14.0,2,0,0,0,0
332,2014-06-01,2014,6,2,여름,0,0,전라선,176.0,91.0,9.0,0,여유없음,93.0,7.0,0,8.0,13.0,13.0,2,0,0,0,0
336,2014-07-01,2014,7,3,여름,0,0,전라선,179.0,90.0,10.0,0,공실있음,95.0,5.0,0,9.0,18.0,10.0,0,0,0,0,0
340,2014-08-01,2014,8,3,여름,0,0,전라선,214.0,108.0,-8.0,1,초과수요,102.0,-2.0,0,10.0,7.0,9.0,1,0,0,1,0
344,2014-09-01,2014,9,3,가을,0,0,전라선,198.0,97.0,3.0,0,여유없음,99.0,1.0,0,-8.0,7.0,3.6666666666666665,4,1,1,0,0
348,2014-10-01,2014,10,4,가을,0,0,전라선,207.0,104.0,-4.0,1,초과수요,105.0,-5.0,0,3.0,6.0,1.6666666666666667,2,0,0,0,1
352,2014-11-01,2014,11,4,가을,0,0,전라선,196.0,102.0,-2.0,1,초과수요,104.0,-4.0,0,-4.0,8.0,-3.0,0,0,0,0,0
