노선,ds,yhat,yhat_lower,yhat_upper,target
전라선,2013-06-01,12.246697320772672,-6.687475121176521,31.306681397390452,공실률
전라선,2013-07-01,13.350529585563557,-4.88798494405956,30.976875226959663,공실률
전라선,2013-08-01,6.940397823189548,-10.924860467444606,24.510201878871396,공실률
전라선,2013-09-01,12.119310473487767,-6.348517137394649,30.386023553258685,공실률
전라선,2013-10-01,2.8301507438094937,-15.537794891435786,20.97595635534732,공실률
전라선,2013-11-01,2.6366907964326938,-16.135793216175575,21.190621360529885,공실률
전라선,2013-12-01,7.136276832345554,-10.136372660298568,25.04157879075401,공실률
전라선,2014-01-01,12.39898762647362,-4.698007756114063,29.867006023904032,공실률
전라선,2014-02-01,10.650510667353714,-7.665639456106831,28.39183005362202,공실률
전라선,2014-03-01,18.98031718229174,-0.3399359987211617,37.264262605019645,공실률
전라선,2014-04-01,12.220978605037335,-7.1161835854292965,28.935774186736722,공실률
전라선,2014-05-01,4.1145293841112425,-13.554645645145518,22.626664270279303,공실률
전라선,2014-06-01,11.883952171455682,-7.36124378510382,28.652466662707674,공실률
전라선,2014-07-01,12.918238556953812,-4.194076577513083,31.38256024388084,공실률
전라선,2014-08-01,6.457948180185623,-11.922087912690163,24.909308204923853,공실률
전라선,2014-09-01,11.584524464362737,-6.343510219376755,31.53178736383406,공실률
전라선,2014-10-01,2.3263748957224184,-15.430338805718575,20.62047148181319,공실률
전라선,2014-11-01,2.194743425875963,-16.168056869337562,20.507293955630132,공실률
전라선,2014-12-01,6.716046952479303,-11.250689709494983,25.818340783099096,공실률
전라선,2015-01-01,11.897055723755834,-6.4431862287791954,30.750209739182157,공실률
전라선,2015-02-01,10.142880219057757,-7.122262723628397,26.917584756534755,공실률
전라선,2015-03-01,18.512725257757598,1.552647746285463,36.52639082070179,공실률
전라선,2015-04-01,11.649387226861947,-6.480731401967123,28.350749031957733,공실률
전라선,2015-05-01,3.6793525811167163,-13.901779021886078,23.213052303797323,공실률
전라선,2015-06-01,11.52072086069753,-7.670240583635521,29.041995300280277,공실률
전라선,2015-07-01,12.481977650203381,-5.511216828654357,29.965408397048222,공실률
전라선,2015-08-01,5.974779068053257,-12.882581263518396,23.1162615334052,공실률
전라선,2015-09-01,11.046487724088283,-6.468725601975538,28.785056452437644,공실률
전라선,2015-10-01,1.826522363933754,-16.76780749436825,20.95626180859081,공실률
전라선,2015-11-01,1.7561809090190579,-16.111381395479523,19.53506084711966,공실률
전라선,2015-12-01,6.295245386091464,-10.983527789388857,25.181229060281144,공실률
전라선,2016-01-01,11.392370990408677,-6.147013875677926,29.614409588760967,공실률
전라선,2016-02-01,9.636528243539118,-8.774424678718757,28.855565632530766,공실률
전라선,2016-03-01,18.014624196181963,-0.5160619272946878,37.10517461949355,공실률
전라선,2016-04-01,11.477646388645379,-6.411247660254208,29.400100217498274,공실률
전라선,2016-05-01,3.1173381778645313,-14.816594102116795,22.084297886428836,공실률
전라선,2016-06-01,10.721092998247828,-6.666775612248182,29.125264306938572,공실률
전라선,2016-07-01,11.89082824979046,-5.863744695779657,30.43254627182456,공실률
전라선,2016-08-01,5.5340258442493475,-11.586203569809332,25.185291561591185,공실률
전라선,2016-09-01,10.762650192887044,-6.963448907775788,28.655433650890142,공실률
전라선,2016-10-01,1.44966985804409,-15.581265670716986,21.21485761274642,공실률
전라선,2016-11-01,1.1940187165412253,-16.64279029742376,20.080147157969517,공실률
전라선,2016-12-01,5.667997625266276,-13.06479327357792,22.7451893317957,공실률
전라선,2017-01-01,11.010104548641749,-5.759982876148914,30.900952331365485,공실률
전라선,2017-02-01,9.27135600792249,-8.978908406122043,26.516633842428007,공실률
전라선,2017-03-01,17.555578553122267,-0.29230862086799436,36.35064349166754,공실률
전라선,2017-04-01,10.905087389709733,-5.666682517398348,28.904871872675614,공실률
전라선,2017-05-01,2.6684649344946605,-15.638896284568547,20.70949482417398,공실률
전라선,2017-06-01,10.35862719213637,-6.330457689167676,28.355723000584515,공실률
전라선,2017-07-01,11.462459341757286,-5.809152196965918,28.590342675190193,공실률
전라선,2017-08-01,5.052327461127954,-13.607857090275166,22.868661560620975,공실률
전라선,2017-09-01,10.231239993170908,-8.479462666124368,28.88979212437147,공실률
전라선,2017-10-01,0.942080149052873,-17.0217045304569,18.527412040093452,공실률
전라선,2017-11-01,0.748620076787514,-16.686515984960863,18.58597129116545,공실률
전라선,2017-12-01,5.248205991840797,-12.233400074106568,23.293756768146917,공실률
전라선,2018-01-01,10.510916666208068,-7.976310210698761,29.35533613490746,공실률
전라선,2018-02-01,8.76243958732746,-7.5628281851734735,25.642682326260047,공실률
전라선,2018-03-01,17.09224599409459,0.06913857705040878,33.86911072293029,공실률
전라선,2018-04-01,10.332904572012358,-8.663791023228237,28.049797358708823,공실률
전라선,2018-05-01,2.2264525980287564,-15.956100856248572,20.52141762946274,공실률
전라선,2018-06-01,9.9958725458291,-7.061741320247416,28.635264310419466,공실률
전라선,2018-07-01,11.030156183379587,-5.13209022133691,28.416256262447938,공실률
전라선,2018-08-01,4.569862967067909,-14.421207273162674,23.67241358018057,공실률
전라선,2018-09-01,9.693916391740348,-7.78002287577143,26.90196803657618,공실률
전라선,2018-10-01,0.4333253458835751,-17.210192326982696,18.39755629616955,공실률
전라선,2018-11-01,0.2991710162459187,-17.38548949053735,19.385574004097624,공실률
전라선,2018-12-01,4.818033065631916,-12.780545559917003,23.69050217223257,공실률
전라선,2019-01-01,9.991747934757338,-9.369170629107906,26.676311089058515,공실률
전라선,2019-02-01,8.230278527907982,-9.751743101607154,26.477069979259728,공실률
전라선,2019-03-01,16.59353552830328,-1.4733697500974947,33.910753340830794,공실률
전라선,2019-04-01,9.722903597856712,-8.615503762178001,27.474048195425272,공실률
전라선,2019-05-01,1.7458103396424498,-17.170815155961144,19.892003543374532,공실률
전라선,2019-06-01,9.579335483317251,-7.728832166701342,27.257049107858872,공실률
전라선,2019-07-01,10.533002143798601,-8.622052280008127,28.67895142797237,공실률
전라선,2019-08-01,4.017960428322597,-14.063048277993365,21.40167228298794,공실률
전라선,2019-09-01,9.081825951032256,-8.842301858374695,25.809343093017613,공실률
전라선,2019-10-01,-0.14572953814746192,-18.08018174089336,18.338292307503636,공실률
전라선,2019-11-01,-0.2290018572069803,-18.584888458014696,18.54342123597619,공실률
전라선,2019-12-01,4.2975488860136455,-12.705581622824436,22.655120871751198,공실률
전라선,2020-01-01,9.38174363201625,-8.693958873549105,28.229895738304023,공실률
전라선,2020-02-01,7.612970026832117,-9.682205860784078,26.581900531153096,공실률
전라선,2020-03-01,15.96992018552887,-2.4889215325881273,33.528205924360016,공실률
전라선,2020-04-01,9.410338253428641,-8.009369446775104,27.90966967417263,공실률
전라선,2020-05-01,1.0281550806710547,-17.877026513261264,19.525262091464608,공실률
전라선,2020-06-01,8.609305773678221,-9.294307434577796,26.985265106785317,공실률
전라선,2020-07-01,9.757166063243462,-7.822893407492559,27.82951989694026,공실률
전라선,2020-08-01,3.3644893459140293,-15.851769012844512,21.471740864071982,공실률
전라선,2020-09-01,8.557239385594887,-9.806968128326663,26.073918603648362,공실률
전라선,2020-10-01,-0.790458022431733,-18.01596528222819,17.70191720038929,공실률
전라선,2020-11-01,-1.0819834728906113,-18.03699506626071,16.610789019263223,공실률
전라선,2020-12-01,3.3439037429998186,-13.676160082077116,23.684798446087928,공실률
전라선,2021-01-01,8.636315917114182,-9.910401164959973,26.460285367907844,공실률
전라선,2021-02-01,6.847872633712346,-10.824179567023165,25.81731572127164,공실률
전라선,2021-03-01,15.087209604877275,-2.5149773947547325,33.379292126823024,공실률
전라선,2021-04-01,8.387023698784054,-10.148495928844588,26.541343198393907,공실률
전라선,2021-05-01,0.0928272202080862,-18.122817464510785,18.757820803261172,공실률
전라선,2021-06-01,7.723496320378098,-9.619594112103915,25.932462029256914,공실률
전라선,2021-07-01,8.769754534237062,-8.922471010962749,28.143574477217953,공실률
전라선,2021-08-01,2.300129586656801,-15.950197789719846,18.331408481054783,공실률
전라선,2021-09-01,7.41954905174777,-10.865141396440173,25.225738306025335,공실률
전라선,2021-10-01,-1.9306293656252613,-21.336924528819534,16.520543252415962,공실률
전라선,2021-11-01,-2.187141956954208,-20.762724432814306,16.883333545204238,공실률
전라선,2021-12-01,2.2514253912634032,-17.458414249298226,19.507776523739768,공실률
전라선,2022-01-01,7.4510835465663625,-9.798348078693536,24.766392056524076,공실률
전라선,2022-02-01,5.639550808041846,-12.400502174005064,24.44145908972542,공실률
전라선,2022-03-01,13.912403715776602,-4.914975315014484,33.111427384398276,공실률
전라선,2022-04-01,7.090009359117887,-10.56029487942139,24.65854406856598,공실률
전라선,2022-05-01,-1.0774615838126147,-19.54710704510909,17.122000198584615,공실률
전라선,2022-06-01,6.628905429410164,-11.500190349710868,24.412043622694387,공실률
전라선,2022-07-01,7.6021696601422235,-10.03910130171368,25.45374983596128,공실률
전라선,2022-08-01,1.0788230567836647,-17.739036796542738,20.34326989255,공실률
전라선,2022-09-01,6.1423431143690905,-11.356753243776796,24.96599818021843,공실률
전라선,2022-10-01,-3.176828609315872,-22.105896955229557,14.20230254743698,공실률
전라선,2022-11-01,-3.371516306040382,-21.220012203468194,15.464336737096557,공실률
전라선,2022-12-01,1.088765065518639,-18.029707809660707,19.1277953332336,공실률
전라선,2023-01-01,6.206717609916341,-11.5237989188892,24.10384753532569,공실률
전라선,2023-02-01,4.389485878339831,-12.642414410721456,22.787455330559936,공실률
전라선,2023-03-01,12.702376908013436,-7.130156457346159,29.62430218440328,공실률
전라선,2023-04-01,5.775982652838897,-13.211072391550177,25.211851540039934,공실률
전라선,2023-05-01,-2.2550741454343863,-19.827467949270346,16.667635133475958,공실률
전라선,2023-06-01,5.523237909867468,-12.038837662424253,22.5886040271202,공실률
전라선,2023-07-01,6.42347254934178,-12.149192023551239,23.43646158498783,공실률
전라선,2023-08-01,-0.14678225450736004,-17.599673373491193,17.615109905595077,공실률
전라선,2023-09-01,4.8618701798291415,-12.754775682527663,23.10695116996324,공실률
전라선,2023-10-01,-4.419117330356741,-22.96028635415973,12.945484326244188,공실률
전라선,2023-11-01,-4.552515006971075,-23.450595168775823,13.386452807094981,공실률
전라선,2023-12-01,-0.07447267428675763,-18.341960037397573,17.883798706993122,공실률
전라선,2024-01-01,4.959596714162544,-13.798596257138513,23.553346110900346,공실률
전라선,2024-02-01,3.140697751424176,-15.611870878631319,20.841937323316635,공실률
전라선,2024-03-01,11.45980563115913,-5.7000808115229145,28.929585424373112,공실률
